Time,THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:PIACENZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 4:PIACENZA ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4:MILANO-LINATE ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
04:40:00,3.374202E+03,9.761081E+02,1.741098E-01,9.573561E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.462532E+03,3.660304E-01,2.414405E-01
04:50:00,3.374202E+03,9.587190E+02,1.741098E-01,9.402882E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.435693E+03,3.660304E-01,2.388080E-01
05:00:00,3.374202E+03,9.422313E+02,1.741098E-01,9.241056E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.412070E+03,3.660304E-01,2.364910E-01
05:10:00,3.374202E+03,9.288094E+02,1.741098E-01,9.109306E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.399184E+03,3.660304E-01,2.352269E-01
05:20:00,3.374202E+03,9.184904E+02,1.741098E-01,9.008015E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.407932E+03,3.660304E-01,2.360846E-01
05:30:00,3.374202E+03,9.112834E+02,1.741098E-01,8.937271E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.444144E+03,3.660304E-01,2.396364E-01
05:40:00,3.374202E+03,9.094968E+02,1.741098E-01,8.919710E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.512821E+03,3.660304E-01,2.463735E-01
05:50:00,3.374202E+03,9.145088E+02,1.741098E-01,8.968870E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.610990E+03,3.660304E-01,2.560046E-01
06:00:00,3.374202E+03,9.276647E+02,1.741098E-01,9.097959E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.734111E+03,3.660304E-01,2.680847E-01
06:10:00,3.374202E+03,9.494179E+02,1.741098E-01,9.311438E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,2.873318E+03,3.660304E-01,2.817441E-01
06:20:00,3.374202E+03,9.795291E+02,1.741098E-01,9.606975E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.020623E+03,3.660304E-01,2.961996E-01
06:30:00,3.374202E+03,1.018555E+03,1.741098E-01,9.990024E-02,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.164863E+03,3.660304E-01,3.103553E-01
06:40:00,3.374202E+03,1.063775E+03,1.741098E-01,1.043392E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.299209E+03,3.660304E-01,3.235408E-01
06:50:00,3.374202E+03,1.113601E+03,1.741098E-01,1.092307E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.426736E+03,3.660304E-01,3.360569E-01
07:00:00,3.374202E+03,1.166714E+03,1.741098E-01,1.144451E-01,1.376784E+04,0.000000E+00,7.087906E-01,0.000000E+00,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.548266E+03,3.660304E-01,3.479832E-01
07:10:00,3.374202E+03,1.226803E+03,1.741098E-01,1.203443E-01,1.376784E+04,3.828178E+01,7.087906E-01,3.763213E-03,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.671984E+03,3.660304E-01,3.601220E-01
07:20:00,3.374202E+03,1.294749E+03,1.741098E-01,1.270155E-01,1.376784E+04,1.138538E+02,7.087906E-01,1.116977E-02,4.826799E+03,0.000000E+00,2.490136E-01,0.000000E+00,7.093008E+03,3.795521E+03,3.660304E-01,3.722396E-01
07:30:00,3.374202E+03,1.370718E+03,1.741098E-01,1.344750E-01,1.376784E+04,2.233118E+02,7.087906E-01,2.189910E-02,4.826799E+03,1.898075E+01,2.490136E-01,1.874767E-03,7.093008E+03,3.924671E+03,3.660304E-01,3.849053E-01
07:40:00,3.374202E+03,1.455675E+03,1.741098E-01,1.428179E-01,1.376784E+04,3.624198E+02,7.087906E-01,3.553745E-02,4.826799E+03,5.964714E+01,2.490136E-01,5.860305E-03,7.093008E+03,4.061265E+03,3.660304E-01,3.982989E-01
07:50:00,3.374202E+03,1.550091E+03,1.741098E-01,1.520904E-01,1.376784E+04,5.332969E+02,7.087906E-01,5.229351E-02,4.826799E+03,1.162952E+02,2.490136E-01,1.141272E-02,7.093008E+03,4.206988E+03,3.660304E-01,4.125864E-01
08:00:00,3.374202E+03,1.654960E+03,1.741098E-01,1.623904E-01,1.376784E+04,7.385072E+02,7.087906E-01,7.241897E-02,4.826799E+03,1.906361E+02,2.490136E-01,1.870045E-02,7.093008E+03,4.367229E+03,3.660304E-01,4.282960E-01
08:10:00,3.374202E+03,1.763773E+03,1.741098E-01,1.730800E-01,1.376784E+04,9.459110E+02,7.087906E-01,9.275367E-02,4.826799E+03,2.959951E+02,2.490136E-01,2.903008E-02,7.093008E+03,4.535554E+03,3.660304E-01,4.447978E-01
08:20:00,3.374202E+03,1.875480E+03,1.741098E-01,1.840551E-01,1.376784E+04,1.156800E+03,7.087906E-01,1.134472E-01,4.826799E+03,4.353195E+02,2.490136E-01,4.269101E-02,7.093008E+03,4.710685E+03,3.660304E-01,4.619675E-01
08:30:00,3.374202E+03,1.987689E+03,1.741098E-01,1.950820E-01,1.376784E+04,1.374989E+03,7.087906E-01,1.348612E-01,4.826799E+03,5.930984E+02,2.490136E-01,5.814886E-02,7.093008E+03,4.891507E+03,3.660304E-01,4.796952E-01
08:40:00,3.374202E+03,2.100904E+03,1.741098E-01,2.062107E-01,1.376784E+04,1.604672E+03,7.087906E-01,1.574057E-01,4.826799E+03,7.694845E+02,2.490136E-01,7.544743E-02,7.093008E+03,5.077064E+03,3.660304E-01,4.978870E-01
